hiring_manager: papaonlegs; similarity_score: 0.95237
hiring_manager: siddarthd2919; similarity_score: 0.88888
hiring_manager: BillFranklin; similarity_score: 0.88888
hiring_manager: ljlolel; similarity_score: 0.83332
hiring_manager: emcienjobs; similarity_score: 0.72726
hiring_manager: rememberlenny; similarity_score: 0.71428
hiring_manager: geverett; similarity_score: 0.67795
hiring_manager: manpageman; similarity_score: 0.66665
hiring_manager: frabcus; similarity_score: 0.65573
hiring_manager: milewska; similarity_score: 0.64515
hiring_manager: doxcf434; similarity_score: 0.63491
hiring_manager: lesleyann25; similarity_score: 0.63491
hiring_manager: toreriklinnerud; similarity_score: 0.63491
hiring_manager: untilHellbanned; similarity_score: 0.62499
hiring_manager: g06; similarity_score: 0.62499
hiring_manager: reubendoetsch; similarity_score: 0.61538
hiring_manager: edent; similarity_score: 0.61537
hiring_manager: spot; similarity_score: 0.60605
hiring_manager: pouloum78; similarity_score: 0.59700
hiring_manager: darrennix; similarity_score: 0.58823
hiring_manager: yavery; similarity_score: 0.57142
hiring_manager: roybarberuk; similarity_score: 0.56337
hiring_manager: ericbogs; similarity_score: 0.56337
hiring_manager: burnout1540; similarity_score: 0.54794
hiring_manager: finnh; similarity_score: 0.52631
hiring_manager: k1w1; similarity_score: 0.52630
hiring_manager: feverishaaron; similarity_score: 0.51947
hiring_manager: amac; similarity_score: 0.50632
hiring_manager: imdane; similarity_score: 0.50632
hiring_manager: edziubudzik; similarity_score: 0.48780
hiring_manager: pwman; similarity_score: 0.48192
hiring_manager: pohungc; similarity_score: 0.48192
hiring_manager: lbo; similarity_score: 0.48192
hiring_manager: murtza; similarity_score: 0.48192
hiring_manager: jack7890; similarity_score: 0.47618
hiring_manager: kefeizhou; similarity_score: 0.46511
hiring_manager: frb; similarity_score: 0.45454
hiring_manager: marybheine; similarity_score: 0.44943
hiring_manager: DustinCalim; similarity_score: 0.44943
hiring_manager: 7parkdata; similarity_score: 0.44444
hiring_manager: american_hawk; similarity_score: 0.44444
hiring_manager: realdlee; similarity_score: 0.43955
hiring_manager: statictype; similarity_score: 0.43477
hiring_manager: runcougar; similarity_score: 0.43010
hiring_manager: rfergie; similarity_score: 0.43010
hiring_manager: andrewmb; similarity_score: 0.43010
hiring_manager: annalewis7; similarity_score: 0.42552
hiring_manager: samingrassia; similarity_score: 0.42104
hiring_manager: damon_c; similarity_score: 0.42104
hiring_manager: lsee; similarity_score: 0.42104
hiring_manager: kevinschumacher; similarity_score: 0.42104
hiring_manager: jsaxton86; similarity_score: 0.41666
hiring_manager: yegg; similarity_score: 0.41237
hiring_manager: ivanzhao; similarity_score: 0.41236
hiring_manager: retrodict; similarity_score: 0.40816
hiring_manager: carlatqueue; similarity_score: 0.40815
hiring_manager: kiyoto; similarity_score: 0.40815
hiring_manager: drpancake; similarity_score: 0.40815
hiring_manager: chrisdl; similarity_score: 0.40815
hiring_manager: rrpadhy; similarity_score: 0.40403
hiring_manager: Equiet; similarity_score: 0.40403
hiring_manager: wattenberger; similarity_score: 0.39999
hiring_manager: brettz; similarity_score: 0.39603
hiring_manager: eric_romo; similarity_score: 0.39603
hiring_manager: mattnguyen; similarity_score: 0.39214
hiring_manager: artursapek; similarity_score: 0.38834
hiring_manager: encore2097; similarity_score: 0.38834
hiring_manager: vaughnd; similarity_score: 0.38833
hiring_manager: jszumski; similarity_score: 0.38461
hiring_manager: uwemaurer; similarity_score: 0.38460
hiring_manager: paradox95; similarity_score: 0.38460
hiring_manager: robg; similarity_score: 0.38460
hiring_manager: nschuett; similarity_score: 0.38094
hiring_manager: mmelin; similarity_score: 0.38094
